Target_X,Target_Y,Final_X,Final_Y,Error_m,Active_Steps
0.07898,0.01251,0.05719667160903508,0.005009555578441914,0.023038447480451023,53
0.00879,0.0517,0.008064731949116227,0.04938307295567622,0.002427790080371796,35
-0.03814,-0.07688,-0.03511674414308297,-0.0757732162804218,0.0032194791781135195,57
0.08071,0.04907,0.0736100204619813,0.04600278500289258,0.007734178513505168,63
0.06382,0.01209,0.05798891247479038,0.011016024575747858,0.0059291656190861184,43
-0.04673,-0.00157,-0.04413154677639497,-0.008916079497468279,0.007792101330089796,31
0.00515,0.01546,0.004086219620283446,0.01309921379720919,0.0025893899265188604,11
-0.07742,-0.02246,-0.07226927328931222,-0.030415457131621467,0.009477303615546957,54
-0.03976,-0.02497,-0.037202168075110155,-0.03083829319914572,0.006401513042017926,31
0.08989,0.00367,0.07525083400863053,0.0019132706247474444,0.014744194756606537,60
-0.02874,-0.08504,-0.031738482399618885,-0.08615785535900349,0.0032000777028811374,60
0.03264,0.04834,0.03180020780628767,0.048890966700122516,0.001004397945668977,39
-0.05064,0.08371,-0.033499695637040146,0.07039715536321559,0.021703038173906904,65
0.025,0.01739,0.02003716006724153,0.016107022131480835,0.005125993797235038,20
-0.07319,-0.05584,-0.0650236992522575,-0.060804719589738314,0.009557034503825505,61
-0.01141,-0.08911,-0.016550957283068695,-0.08955883403966694,0.0051605129378290305,60
0.07219,-0.01231,0.056893670614469434,-0.012741203472405697,0.015302405990734293,49
-0.05827,-0.01976,-0.049136711464459505,-0.0274456464089398,0.01193675501116969,41
-0.06697,-0.06172,-0.060457008424749034,-0.06684839135167253,0.0082897199660302,61
-0.08208,-0.04336,-0.07096093667243432,-0.05059118120671367,0.013263617565609502,62
0.08048,0.02384,0.0682366848153942,0.02405095626169116,0.012245132471882266,56
-0.01169,0.04628,-0.007058218208758943,0.03726691110818488,0.010133566693589844,32
0.00305,0.02808,0.0034840466012541773,0.023658032071320258,0.004443219194945543,19
-0.00556,0.03129,-0.002334791446134002,0.025037948190567236,0.007034921608927982,21
-0.05266,0.05986,-0.03904561603042277,0.048265657452757134,0.017882400005980396,53
0.01531,0.05888,0.01785235716218389,0.059133362504547836,0.002554950586375101,41
0.04763,-0.02003,0.030971556653890578,-0.019668949393139363,0.01666235554344738,34
-0.06231,-0.05097,-0.05553231318549732,-0.05595115795424227,0.008411240878764232,54
-0.00541,-0.04101,-0.009162558305324206,-0.03760029453992962,0.005070284524490851,28
-0.02937,0.02777,-0.02027401578777507,0.019275293092049922,0.012445761296161033,27
-0.06341,-0.07665,-0.058196311131732875,-0.07963390526394151,0.006007182554182149,66
-0.0298,-0.06842,-0.03106124434961184,-0.06870753966623405,0.001293605955879065,50
0.01493,-0.09058,0.007652758896849259,-0.0932824963306555,0.007762842552222289,61
0.04689,0.00959,0.033273545415807994,0.008716304807743276,0.013644455970552144,32
-0.00625,0.05582,-0.0005572512753123653,0.05347901604488162,0.006155289913607191,37
0.04301,-0.01613,0.02805586943308482,-0.01660998429020209,0.014961831636908222,31
-0.037,0.08599,-0.02527945190450722,0.07485038866710815,0.01616979246331417,62
-0.06417,0.04937,-0.051232205970365076,0.03830036082130953,0.017027137924491485,54
-0.09245,0.02445,-0.07675243450591276,0.014667953377056899,0.01849599952894114,64
0.00109,0.05145,0.004035672678636106,0.04759702832569746,0.004849987448709629,34
-0.00599,0.07468,-0.000668304472836488,0.06891859842691779,0.007843098327201198,50
0.06124,-0.04578,0.048220582271293055,-0.049320084126262036,0.01349212487399895,51
0.01211,0.06203,0.013484703994540095,0.061237015707471074,0.0015870208444762471,42
-0.0997,-0.00597,-0.09330732176869412,-0.012735114321969509,0.009307690731772785,67
0.02884,0.0088,0.020959952933802935,0.008158689525780551,0.00790610023272059,20
-0.02305,-0.02377,-0.020725739316587256,-0.02386552865784163,0.0023262230006874454,22
-0.07856,0.04181,-0.06510471137700757,0.033576909899493565,0.015774300762033372,59
-0.01855,0.01707,-0.013636866150498127,0.011593012320019087,0.007357735947272352,17
-0.09814,-0.01816,-0.09205229711316565,-0.024236673530694107,0.008601516589358515,67
0.06319,-0.07562,0.05546121930150376,-0.07835732937861307,0.008199208694286675,66
-0.00196,-0.01053,-0.0030522712085674347,-0.009680635391749817,0.001383646136413986,7
-0.08035,-0.01901,-0.0770051089110284,-0.028172378309499802,0.00975384399523973,55
-0.03269,-0.04,-0.032163898656859966,-0.0438899366597585,0.003925352193139728,34
-0.03063,0.01331,-0.023459348318163424,0.00725589162518885,0.009384587031733695,22
0.06454,-0.01927,0.05589555688284855,-0.024033889244085983,0.009870209599374534,45
-0.00786,0.09326,-0.0063770401176879415,0.08358152173588868,0.009791430514558242,62
0.03067,0.06376,0.029693729615203054,0.06408882368015364,0.0010301596365910309,47
0.06562,-0.06943,0.059511415144512324,-0.07668359274905939,0.009483112184610086,64
-0.0351,-0.04186,-0.03542116319399877,-0.047204694714831956,0.005354335382839977,36
0.04474,0.06394,0.04344401031390544,0.062434220929026715,0.0019866957182831588,52
-0.08466,-0.02139,-0.07857058167720385,-0.02723221704001402,0.008438750822997184,58
-0.08664,-0.01673,-0.08218267077374956,-0.02325978698630356,0.007906067411658316,59
-0.00107,0.00214,-0.0019664342254857746,0.00047277359599996727,0.0018929443211085637,2
0.01259,-0.00601,0.007541335194676318,-0.006428389085271537,0.005065971352385282,9
0.04602,-0.08167,0.04241699719236032,-0.0892620858902027,0.008403653812245846,62
0.05182,0.01974,0.04495331427532985,0.019610275926210622,0.006867910976178222,37
0.08854,-0.03066,0.0729671533113215,-0.03714716012850806,0.01686999705162954,62
-0.02915,0.00257,-0.0292090686728992,-0.0021188592470809562,0.004689231295964688,20
0.00175,-0.02625,-0.002060054572929077,-0.02429311413897129,0.004283213527457141,18
0.06055,0.06318,0.06226925933678105,0.06003368692150956,0.0035854063444732184,58
-0.06559,-0.02122,-0.0602134720287291,-0.025129944413718828,0.00664791082553229,46
0.03581,-0.03699,0.02892503319500964,-0.04113110737010872,0.008034397186882657,34
0.01546,0.06318,0.016151286423731034,0.06303158643099639,0.0007070385471098667,43
-0.00924,-0.07285,-0.011883692951447165,-0.07489259906178036,0.003340856678865086,49
-0.01696,0.04152,-0.01171685761808081,0.03446041968907531,0.008793646354241954,30
-0.0587,-0.08066,-0.05230663177495692,-0.08097144534300593,0.006400949575076392,67
-0.06579,-0.00729,-0.06205956966370599,-0.012814819863214578,0.00666631420013436,44
0.00551,0.03435,0.00655305880931701,0.03257870522626157,0.0020555916070968193,23
-0.04942,-0.03063,-0.04806594063897642,-0.03589978613366559,0.005440967069166076,39
0.00892,0.04713,0.009909668641197116,0.04721890373871844,0.0009936538099997714,32
-0.0181,-0.01955,-0.017557228971029862,-0.019318736840099784,0.0005899856261099397,18
0.03964,-0.02679,0.03161122344236444,-0.03081354594752971,0.008980544248781424,32
0.08368,0.03993,0.08046249536541564,0.038820307715414615,0.003403491301596085,62
-0.02378,-0.0426,-0.025453188711129674,-0.04554766906359521,0.003389441454211602,33
0.03119,0.0342,0.032270835417560144,0.035810823007484394,0.0019398340035408895,31
-0.08724,-0.04175,-0.07267779331468092,-0.04425831906319228,0.014776654833511045,64
0.01484,-0.06713,0.007607925692561031,-0.07170344648685165,0.008556828358475736,46
0.03286,0.08364,0.028951357473205427,0.08269221494283881,0.004021912843019492,60
-0.02826,0.01307,-0.02545375299197277,0.008224103151412901,0.0055997980800389716,21
-0.06369,0.01339,-0.06541842176019516,0.007066741537198317,0.006555229924915622,43
-0.03954,-0.07568,-0.03888609664125551,-0.0768102398991252,0.0013057686748240893,57
0.08083,0.05751,0.06683294492997983,0.041855298533862655,0.020999695917490326,66
-0.03376,0.05372,-0.026113393216152716,0.04980284638497295,0.008591547459596482,42
0.00078,0.09282,0.003446902329125945,0.08737988538172285,0.00605864795916466,62
-0.04136,0.01384,-0.03740129913059156,0.007140210009871545,0.0077819341095437585,29
-0.01159,0.06391,-0.005926501661458382,0.06368063461507106,0.005668140957180517,43
0.04428,-0.02317,0.0350552787413465,-0.026414089263265574,0.009778527366014209,33
