Target_X,Target_Y,Final_X,Final_Y,Error_m,Active_Steps
0.07898,0.01251,0.0650300792295295,0.01658789002949399,0.014533735810005999,53
0.00879,0.0517,0.009071271752112689,0.05186482957892162,0.0003260101050949493,35
-0.03814,-0.07688,-0.03748849033670486,-0.0755196377057156,0.001508327024579777,57
0.08071,0.04907,0.07334443635181612,0.047717748417469646,0.007488665581924712,63
0.06382,0.01209,0.051336363504866075,0.014124893718942093,0.012648398024652358,43
-0.04673,-0.00157,-0.03685159430306365,-0.008379889689894572,0.01199822889854152,31
0.00515,0.01546,0.004086659094452397,0.013089381045899837,0.0025981778435953434,11
-0.07742,-0.02246,-0.06681036205172457,-0.03158612837541766,0.013994664573261109,54
-0.03976,-0.02497,-0.03295883599020098,-0.027969547378422766,0.0074332440000035175,31
0.08989,0.00367,0.072918262386254,0.004161161211655561,0.016978843216358282,60
-0.02874,-0.08504,-0.0313982954131667,-0.0868357798541405,0.0032080149295475487,60
0.03264,0.04834,0.031905848582226864,0.04870596524378639,0.0008203102241700636,39
-0.05064,0.08371,-0.03313820792768445,0.07020120798919827,0.02210882600532349,65
0.025,0.01739,0.020084513338282834,0.016143219600976512,0.005071140945084109,20
-0.07319,-0.05584,-0.06512187463218674,-0.06217694753140361,0.010259217853545863,61
-0.01141,-0.08911,-0.016335433220210388,-0.08949089139094901,0.004940138728664525,60
0.07219,-0.01231,0.05598285212196638,-0.012630285271585088,0.01621031230407496,49
-0.05827,-0.01976,-0.05099884217492589,-0.027811393265695244,0.010848717418940326,41
-0.06697,-0.06172,-0.06039962597661581,-0.06683335378459987,0.008325635215023754,61
-0.08208,-0.04336,-0.07142121043184009,-0.050552579085725045,0.012858576474972796,62
0.08048,0.02384,0.06818924426744795,0.02468979423014368,0.012320098486247847,56
-0.01169,0.04628,-0.005168452451557009,0.03730435826195259,0.01109471617646804,32
0.00305,0.02808,0.003499373893576474,0.0237460068591544,0.004357227724267438,19
-0.00556,0.03129,-0.0023326430320133214,0.0250225688113179,0.007049576349233851,21
-0.05266,0.05986,-0.037622327864300406,0.04658599931467983,0.020058182306846157,53
0.01531,0.05888,0.016525926937325457,0.05746552757147714,0.001865264208621671,41
0.04763,-0.02003,0.03111227096569313,-0.019328073243739394,0.016532636620392366,34
-0.06231,-0.05097,-0.05532889219540187,-0.05679258691814021,0.009090565691898296,54
-0.00541,-0.04101,-0.00917374914497001,-0.037648132305639695,0.005046579239509268,28
-0.02937,0.02777,-0.02029981545303724,0.019307720364705128,0.012404774255982588,27
-0.06341,-0.07665,-0.05684237158292004,-0.07760197661484135,0.006636264197576896,66
-0.0298,-0.06842,-0.031363104500966486,-0.06943257724386553,0.0018624200266685333,50
0.01493,-0.09058,0.006108120742340679,-0.09076779202490656,0.008823877802946859,61
0.04689,0.00959,0.034068798268690116,0.00951853907570249,0.012821400878946303,32
-0.00625,0.05582,-0.0017471723029111852,0.050039734180997344,0.0073271365626689814,37
0.04301,-0.01613,0.02834717019366308,-0.015542908647213444,0.01467457850113996,31
-0.037,0.08599,-0.02361573548958394,0.07446587777263078,0.01766193448057511,62
-0.06417,0.04937,-0.0506123727583468,0.0373484468872307,0.018119795685016715,54
-0.09245,0.02445,-0.0767321599719809,0.012175565373715678,0.019942724000028854,64
0.00109,0.05145,0.0030375467247845144,0.044074422881195945,0.007628373095270371,34
-0.00599,0.07468,-0.00029363439209739207,0.06681540657727858,0.00971083986293712,50
0.06124,-0.04578,0.045606014764235356,-0.047250678039731174,0.015703005707464242,51
0.01211,0.06203,0.013208867170235745,0.0591946300569582,0.003040860367022265,42
-0.0997,-0.00597,-0.08879415824336029,-0.016804499257189215,0.015372825328315545,67
0.02884,0.0088,0.021003421894133473,0.008166495580157673,0.007862142472590176,20
-0.02305,-0.02377,-0.020720831171040024,-0.02386353113847079,0.0023310460114854942,22
-0.07856,0.04181,-0.06143300794708827,0.028498999142720395,0.02169139462097816,59
-0.01855,0.01707,-0.013649071592319055,0.011601724264103655,0.0073431014415577004,17
-0.09814,-0.01816,-0.08861575883294714,-0.0278239076505059,0.013568429565933227,67
0.06319,-0.07562,0.049918081955073794,-0.0784365559760569,0.01356749041486669,66
-0.00196,-0.01053,-0.0030357929890550755,-0.00963023516908459,0.001402464725493048,7
-0.08035,-0.01901,-0.07176680449562262,-0.0284506290670515,0.012759181880043168,55
-0.03269,-0.04,-0.030356236890600463,-0.04195620740669403,0.003045192550365042,34
-0.03063,0.01331,-0.02350030323079292,0.007268563776531717,0.00934513390289709,22
0.06454,-0.01927,0.0494308372649426,-0.02068374580249603,0.015175159826127774,45
-0.00786,0.09326,-0.0030244751138907774,0.08489921419736937,0.009658418098304268,62
0.03067,0.06376,0.029423348040286314,0.06203359386978543,0.002129464541874415,47
0.06562,-0.06943,0.0526447131231761,-0.07449663277983354,0.013929423436078113,64
-0.0351,-0.04186,-0.033762907324221755,-0.045762616686602045,0.004125316209233486,36
0.04474,0.06394,0.04355631302936519,0.0643012626074805,0.0012375885891580554,52
-0.08466,-0.02139,-0.07548779341324946,-0.031102276036669717,0.013358805316438249,58
-0.08664,-0.01673,-0.07725867813192083,-0.026480695468356078,0.013530900269720418,59
-0.00107,0.00214,-0.0019405896379745269,0.0004785034329841775,0.0018757657529537054,2
0.01259,-0.00601,0.007518071102647441,-0.006419555288497889,0.005088437704653221,9
0.04602,-0.08167,0.034867565260645314,-0.08571486826633394,0.011863294648096729,62
0.05182,0.01974,0.041986116073150274,0.020067208731145553,0.009839326127357058,37
0.08854,-0.03066,0.07183389847527276,-0.03303284754507805,0.01687377354436987,62
-0.02915,0.00257,-0.023599972102330145,-0.0016364138540523369,0.0069639591595928455,20
0.00175,-0.02625,-0.0017723864751572342,-0.024314906488199693,0.004018929382283576,18
0.06055,0.06318,0.05740221014429604,0.06195648462077171,0.003377213475467739,58
-0.06559,-0.02122,-0.05968603966698869,-0.030092118345855737,0.010656980414575272,46
0.03581,-0.03699,0.02177285046030646,-0.03583039804100405,0.01408496517223333,34
0.01546,0.06318,0.015984852493287308,0.0598559442648679,0.0033652364954003624,43
-0.00924,-0.07285,-0.014347872369094431,-0.07504870240773717,0.005560993833546987,49
-0.01696,0.04152,-0.009209117292808901,0.03230421418330406,0.012041880706926477,30
-0.0587,-0.08066,-0.05375009645920938,-0.08207913218232352,0.005149318519380776,67
-0.06579,-0.00729,-0.057324551861039984,-0.01657087578715792,0.012561786002399333,44
0.00551,0.03435,0.005871876383162218,0.029661630257779497,0.0047023148933753155,23
-0.04942,-0.03063,-0.04326844850011404,-0.03709471929629034,0.008923798599003555,39
0.00892,0.04713,0.00953983743359907,0.0417112277828256,0.005454107698396854,32
-0.0181,-0.01955,-0.016804000806457827,-0.019155473029211088,0.0013547196906894957,18
0.03964,-0.02679,0.025712473394349702,-0.026589150200354503,0.013928974764609008,32
0.08368,0.03993,0.07389643683833226,0.03992647145325437,0.009783563797971793,62
-0.02378,-0.0426,-0.023140394887739637,-0.04132509118655658,0.0014263545079065388,33
0.03119,0.0342,0.026553919629441137,0.031821291939714884,0.005210709475526973,31
-0.08724,-0.04175,-0.0747627034799716,-0.04850794541910797,0.014189882125527152,64
0.01484,-0.06713,0.007044509850419446,-0.0691312998532122,0.00804828352971456,46
0.03286,0.08364,0.02941738470838782,0.07795436390277853,0.006646657646973393,60
-0.02826,0.01307,-0.021860060348331014,0.007463008496347458,0.008508676822340635,21
-0.06369,0.01339,-0.05353649977266389,0.0028324211163161376,0.014647731522379899,43
-0.03954,-0.07568,-0.039481808458116774,-0.07826114432497056,0.002581800201772876,57
0.08083,0.05751,0.07092495352158978,0.05438806832637552,0.010385393739008951,66
-0.03376,0.05372,-0.02101464177917115,0.04205007500089496,0.017280952105193346,42
0.00078,0.09282,0.0032355866758055456,0.08434221090772212,0.008826257067157036,62
-0.04136,0.01384,-0.031071183561168284,0.005837848195109015,0.013034346060332058,29
-0.01159,0.06391,-0.005272273932555398,0.05640720283982448,0.009808446762357781,43
0.04428,-0.02317,0.028636342860935506,-0.02267760287653503,0.01565140452521115,33
0.04287,-0.05093,0.0313031120947713,-0.055284518184934156,0.012359398223014262,44
0.07047,0.02318,0.06182967296573801,0.02552544335787192,0.00895300819858801,49
0.05144,-0.08571,0.03918880716475714,-0.08627784715136656,0.012264345733614214,67
