Target_X,Target_Y,Final_X,Final_Y,Error_m,NN_Steps,Total_Steps
0.07898,0.01251,0.07881266157792136,0.010852700313005195,0.001665726388101254,53,182
0.00879,0.0517,0.008879131973214407,0.0498357038920199,0.0018664255910372806,35,351
-0.03814,-0.07688,-0.037861430118087014,-0.07731406734013203,0.000515767035470774,57,92
0.08071,0.04907,0.0805395560787444,0.047783390028456614,0.0012978506652029987,63,122
0.06382,0.01209,0.063002180236793,0.013431910155899883,0.0015714808403538346,43,230
-0.04673,-0.00157,-0.04775311551290138,-0.0018742016031286553,0.0010673818286281137,31,77
0.00515,0.01546,0.005419158999050192,0.01607977632138853,0.0006756990863717375,11,53
-0.07742,-0.02246,-0.07325628518967296,-0.020118519391990664,0.004776929187189247,54,454
-0.03976,-0.02497,-0.04019275971155262,-0.025592708824901753,0.0007583186985388337,31,67
0.08989,0.00367,0.0888356704700712,0.004922880360663593,0.0016374736504189687,60,258
-0.02874,-0.08504,-0.028880815553883252,-0.08649281595897146,0.001459624345801889,60,122
0.03264,0.04834,0.03268927656910763,0.04824306399892255,0.0001087417517235506,39,80
-0.05064,0.08371,-0.04966834230774566,0.08236946069033736,0.0016556461915722893,65,223
0.025,0.01739,0.02654698181985798,0.01771675306077871,0.001581113630862552,20,132
-0.07319,-0.05584,-0.07284790894463768,-0.0541771334955066,0.0016976899899348531,61,277
-0.01141,-0.08911,-0.01076796718157852,-0.08796504654275898,0.0013126783913732939,60,120
0.07219,-0.01231,0.07091029394236172,-0.013224827566095195,0.0015730724934483436,49,185
-0.05827,-0.01976,-0.057175132293418245,-0.02083384049855762,0.0015335803569614733,41,152
-0.06697,-0.06172,-0.06308878366183243,-0.05951316134124102,0.004464748271678037,61,461
-0.08208,-0.04336,-0.08072765176755772,-0.04386391269329783,0.0014431818126128177,62,92
0.08048,0.02384,0.07938637671792009,0.022733918145809058,0.0015554513657706213,56,149
-0.01169,0.04628,-0.012668153277414204,0.04545625562103169,0.0012788035955525123,32,73
0.00305,0.02808,0.002237592301338877,0.026815463194053025,0.0015030168337175874,19,79
-0.00556,0.03129,-0.005618099328258838,0.02968751435875064,0.0016035385129002985,21,93
-0.05266,0.05986,-0.05137131577751332,0.058806613098462475,0.0016644311309324034,53,211
