Target_X,Target_Y,Final_X,Final_Y,Error_m,NN_Steps,Total_Steps
0.07898,0.01251,0.07771429137240307,0.011547435171199357,0.001590141308065827,53,277
0.00879,0.0517,0.007818173284917075,0.05202797504148294,0.0010256777232564818,35,73
-0.03814,-0.07688,-0.03831147190234346,-0.07770576729001909,0.0008433826121984876,57,102
0.08071,0.04907,0.08230823791200366,0.0491969031647278,0.001603268173632763,63,200
0.06382,0.01209,0.06230974225801677,0.011543242035697255,0.0016061826542298281,43,161
-0.04673,-0.00157,-0.047837889204093105,-0.002164466691919645,0.0012573023249592512,31,88
0.00515,0.01546,0.005425366124009089,0.01699266893694798,0.001557209225678117,11,89
-0.07742,-0.02246,-0.07883691656630248,-0.023188816433487133,0.001593369370103278,54,135
-0.03976,-0.02497,-0.04068569357436616,-0.026154297850825493,0.001503153349825855,31,123
0.08989,0.00367,0.08839967427291973,0.00414760047773076,0.0015649833830191267,60,131
-0.02874,-0.08504,-0.030007270323399914,-0.08395147632654977,0.0016705860828558669,60,251
0.03264,0.04834,0.033420975991031165,0.04689456148432898,0.0016429290919429082,39,152
-0.05064,0.08371,-0.049378370664106594,0.08262143769668787,0.0016663362413927938,65,199
0.025,0.01739,0.02642464949758449,0.017557870552550665,0.0014345057383577796,20,96
-0.07319,-0.05584,-0.07144915866587583,-0.05541731054211403,0.0017914225990545024,61,342
-0.01141,-0.08911,-0.01053019081648238,-0.0877659920850199,0.0016063690344784091,60,244
0.07219,-0.01231,0.0704063984879439,-0.011809404123285223,0.0018525200634791105,49,366
-0.05827,-0.01976,-0.05990563016424431,-0.01957492241539961,0.0016460679653365977,41,138
-0.06697,-0.06172,-0.06555477981735912,-0.06215041748690525,0.0014792252628953882,61,148
-0.08208,-0.04336,-0.08042628653138223,-0.042457736589285276,0.0018838385011997153,62,462
0.08048,0.02384,0.08154771225483926,0.022570302220512265,0.0016589580797506669,56,157
-0.01169,0.04628,-0.012237353428092613,0.045677455337340585,0.0008140367594550536,32,74
0.00305,0.02808,0.0022727225903262593,0.028089257446758567,0.0007773325362479099,19,40
-0.00556,0.03129,-0.005587147795344769,0.030865689958156056,0.0004251776268827999,21,44
-0.05266,0.05986,-0.053669405500206116,0.05858091695879483,0.0016294026175703213,53,252
0.01531,0.05888,0.013662852692096895,0.05883824058271525,0.001647676577142617,41,177
0.04763,-0.02003,0.04726212752549286,-0.01840109622275762,0.0016699274454342308,34,178
-0.06231,-0.05097,-0.06379302608137889,-0.050396273308534655,0.0015901347976035915,54,168
-0.00541,-0.04101,-0.00652180283100187,-0.042168603900823456,0.0016057610451206952,28,118
-0.02937,0.02777,-0.02953474066620551,0.026436313863583943,0.001343822234363691,27,87
-0.06341,-0.07665,-0.06432161158607383,-0.07664177787181518,0.0009116486643745717,66,100
-0.0298,-0.06842,-0.03036473370160124,-0.06992270145962572,0.0016053148695771532,50,165
0.01493,-0.09058,0.014793911532416186,-0.08974817058422972,0.0008428880399851586,61,112
0.04689,0.00959,0.04626453134454128,0.00908226631086824,0.0008056081789807528,32,87
-0.00625,0.05582,-0.007164061899385897,0.05436968721348627,0.001714326787585779,37,200
0.04301,-0.01613,0.041465200626920815,-0.015778320838931346,0.00158432425197489,31,217
-0.037,0.08599,-0.03693300519156109,0.08432502183950705,0.0016663254721921083,62,395
-0.06417,0.04937,-0.06327395687244773,0.04839946049870264,0.001320923998575309,54,202
