Target_X,Target_Y,Final_X,Final_Y,Error_m,Active_Steps
0.07898,0.01251,0.07230157351584741,0.0081413601096729,0.007980375604919094,53
0.00879,0.0517,0.006570128283358864,0.05106330621592648,0.00230937424706805,35
-0.03814,-0.07688,-0.03521841518887274,-0.0757745322140414,0.0031237344372404205,57
0.08071,0.04907,0.07554520323487826,0.046144533721901526,0.005935779524991084,63
0.06382,0.01209,0.053211640386616646,0.012676970174330681,0.010624586000048042,43
-0.04673,-0.00157,-0.03676664372146639,-0.008356675589687236,0.012055182864338961,31
0.00515,0.01546,0.004079601622479042,0.013076156540353715,0.002613132665345919,11
-0.07742,-0.02246,-0.06877496548654259,-0.03170932892255562,0.012660438667617076,54
-0.03976,-0.02497,-0.03295328798891715,-0.027963061448432542,0.007435707446901918,31
0.08989,0.00367,0.07082132625190096,0.003062737745363113,0.019078340754828445,60
-0.02874,-0.08504,-0.03099320066164093,-0.08647880676018346,0.0026734019740339734,60
0.03264,0.04834,0.031832956634092115,0.0487147010396792,0.0008897864145920653,39
-0.05064,0.08371,-0.03355625898358203,0.07022933660104937,0.021761950574152335,65
0.025,0.01739,0.020075345942218072,0.016137966555354887,0.005081319251467863,20
-0.07319,-0.05584,-0.06411230230707644,-0.061224550184836087,0.010554523963548905,61
-0.01141,-0.08911,-0.015804313641043614,-0.08870332795305587,0.004413091266859061,60
0.07219,-0.01231,0.057276475950325555,-0.012875309577006094,0.014924234469414939,49
-0.05827,-0.01976,-0.05015969219093237,-0.027812097607020744,0.01142862059177802,41
-0.06697,-0.06172,-0.06038688999512857,-0.06653773370888254,0.008157689343554429,61
-0.08208,-0.04336,-0.07188450674347917,-0.051792292362584154,0.013230708115284562,62
0.08048,0.02384,0.06840432859890279,0.024132764696669876,0.012079219799096845,56
-0.01169,0.04628,-0.005171165719035661,0.037340738145692866,0.011063706561661266,32
0.00305,0.02808,0.0034969924352968727,0.023734341653399188,0.004368586579500736,19
-0.00556,0.03129,-0.0023354346985332685,0.025094711101961348,0.006984226937434393,21
-0.05266,0.05986,-0.03901040826125994,0.04831020179941372,0.017880413672746693,53
0.01531,0.05888,0.014880234163380109,0.05546750268684177,0.0034394529487460253,41
0.04763,-0.02003,0.033991725712437054,-0.02102904315054032,0.01367481673586312,34
-0.06231,-0.05097,-0.056096440603894064,-0.05686587180915956,0.008565607086422929,54
-0.00541,-0.04101,-0.00917658675651061,-0.03765972257647126,0.005040985479936188,28
-0.02937,0.02777,-0.02027515147537282,0.019276786602897236,0.012443911904808676,27
-0.06341,-0.07665,-0.05758990365619636,-0.079449369022182,0.006458327056870739,66
