Target_X,Target_Y,Final_X,Final_Y,Error_m,NN_Steps,Total_Steps
0.07898,0.01251,0.0779849143116517,0.011272118497939828,0.0015882525429850051,53,196
0.00879,0.0517,0.008618772520640592,0.04962538864999873,0.002081665463815425,35,435
-0.03814,-0.07688,-0.037311607551139055,-0.07712606247642821,0.000864164794258489,57,172
0.08071,0.04907,0.08145690462231353,0.04960723978757946,0.0009200505987127718,63,222
0.06382,0.01209,0.06372955441769318,0.012795424676579932,0.0007111992531539402,43,174
-0.04673,-0.00157,-0.04683099225560149,-0.0026217075960894933,0.0010565454573106725,31,176
0.00515,0.01546,0.005501030331339584,0.0158520757200929,0.0005262562719880336,11,64
-0.07742,-0.02246,-0.0777009596859215,-0.023399776969606295,0.0009808766985281566,54,240
-0.03976,-0.02497,-0.040248056114077745,-0.025921833521643976,0.001069666220563147,31,213
0.08989,0.00367,0.08910842994572162,0.0036770219996246317,0.0007816015981453994,60,230
-0.02874,-0.08504,-0.029066859858928422,-0.08575074058993379,0.000782297611883182,60,239
0.03264,0.04834,0.03285022045921692,0.04906520089295839,0.0007550556116081903,39,201
-0.05064,0.08371,-0.050540871786392806,0.08207287126298486,0.0016401271000424805,65,425
0.025,0.01739,0.02530968995678095,0.018154470259011183,0.0008248167349439583,20,124
-0.07319,-0.05584,-0.0732460484506771,-0.0568465695139109,0.001008128769135236,61,245
-0.01141,-0.08911,-0.011670973685504203,-0.08973522613762945,0.0006775064484569089,60,274
0.07219,-0.01231,0.07084223402154573,-0.011765115159597756,0.0014537443454675902,49,232
-0.05827,-0.01976,-0.058511649278772476,-0.020801260795391352,0.0010689333084670381,41,224
-0.06697,-0.06172,-0.06714042550641382,-0.06249934680549703,0.000797763308553879,61,270
-0.08208,-0.04336,-0.08212680212405678,-0.04435000878186514,0.000991114436877153,62,250
0.08048,0.02384,0.08084290475397934,0.02485205169613838,0.0010751504527820198,56,165
-0.01169,0.04628,-0.011608754228970373,0.04463498381497205,0.001647021288360934,32,318
0.00305,0.02808,0.003567984809986948,0.027556922858624672,0.0007361507720614029,19,91
-0.00556,0.03129,-0.005136363917183299,0.029861618786066954,0.0014898793316846558,21,145
-0.05266,0.05986,-0.05224536833763854,0.059679758531992956,0.00045211326260347355,53,235
0.01531,0.05888,0.01563535829417015,0.060031275474566693,0.0011963666820519825,41,237
0.04763,-0.02003,0.0461596469551927,-0.019252628337989887,0.0016632031677670815,34,399
-0.06231,-0.05097,-0.062482869690864765,-0.051743592745630805,0.0007926724835089746,54,256
-0.00541,-0.04101,-0.005964017447318438,-0.04171517505801836,0.0008967760001162165,28,195
-0.02937,0.02777,-0.029135544856411958,0.02764264005266412,0.0002668141123334516,27,162
-0.06341,-0.07665,-0.06369395411261666,-0.07770426931285243,0.0010918396045639055,66,242
-0.0298,-0.06842,-0.030163040476166764,-0.06917458120012607,0.000837371587121927,50,227
0.01493,-0.09058,0.014403396203493178,-0.09133887305095587,0.0009236881865448275,61,251
0.04689,0.00959,0.046408437750771775,0.009899974778260608,0.0005727011114355038,32,170
-0.00625,0.05582,-0.005503536038744802,0.055097913940736855,0.0010385647415712621,37,166
0.04301,-0.01613,0.04139754582390674,-0.01523246064058213,0.0018454228165124713,31,431
-0.037,0.08599,-0.03689131896849678,0.0843358556987998,0.0016577107515491662,62,398
-0.06417,0.04937,-0.06373653876011373,0.04896779437015537,0.0005913188777321942,54,233
-0.09245,0.02445,-0.09271240807547926,0.023590103141172537,0.0008990442736028428,64,224
0.00109,0.05145,0.0012201545981135524,0.04983071146301669,0.0016245108757455785,34,236
-0.00599,0.07468,-0.005169084475862317,0.07401985292368979,0.0010534213117889548,50,174
0.06124,-0.04578,0.05974766729111812,-0.045124633334080885,0.00162989643253695,51,361
0.01211,0.06203,0.012530240377840694,0.06352873718403779,0.001556539470101931,42,222
-0.0997,-0.00597,-0.09970187657473355,-0.006984720101863288,0.0010147218370855,67,242
0.02884,0.0088,0.028720104127376005,0.009221895554916731,0.0004386010482554342,20,126
-0.02305,-0.02377,-0.02371150445023398,-0.02465710034924689,0.0011065871711317247,22,184
-0.07856,0.04181,-0.07809317527370266,0.041179051789730865,0.0007848700332694685,59,233
-0.01855,0.01707,-0.01849796178783222,0.016738128259313836,0.0003359268191015456,17,95
-0.09814,-0.01816,-0.09861249126695094,-0.019042519502084736,0.0010010437897039245,67,260
0.06319,-0.07562,0.061710767870460016,-0.0750937185940464,0.0015700636328874985,66,338
-0.00196,-0.01053,-0.0025093607216408846,-0.011321099927008043,0.0009631387734869389,7,99
-0.08035,-0.01901,-0.08085127556056612,-0.01986190676942315,0.0009884443997564365,55,254
-0.03269,-0.04,-0.032978033439115775,-0.0408136482684792,0.0008631261592884663,34,213
-0.03063,0.01331,-0.030765213407739602,0.012835878740955339,0.0004930249830491867,22,141
0.06454,-0.01927,0.06310197853383316,-0.018479028627451256,0.0016412012214680647,45,441
-0.00786,0.09326,-0.007829589611846377,0.09160459244330228,0.001655686857615155,62,406
0.03067,0.06376,0.031027574958027004,0.06455683465923226,0.0008733872707807285,47,191
0.06562,-0.06943,0.0647048736962706,-0.06986129492339967,0.0010116676641702734,64,266
-0.0351,-0.04186,-0.03536828556142304,-0.04270277208852088,0.0008844444220288329,36,220
0.04474,0.06394,0.045086910007215396,0.06470769128164128,0.0008424348384380936,52,199
-0.08466,-0.02139,-0.08479504766597425,-0.02239562110047076,0.001014648544963781,58,242
-0.08664,-0.01673,-0.08639591409681097,-0.017715078653832882,0.0010148684064314993,59,226
-0.00107,0.00214,-0.0015580627282490726,0.0014585493702970484,0.0008382005651563815,2,50
0.01259,-0.00601,0.011072316295024583,-0.005923998491950158,0.001520118445297851,9,115
0.04602,-0.08167,0.04568705018130248,-0.08283890290206071,0.0012153968801246137,62,231
0.05182,0.01974,0.05186133611796788,0.020550394539583215,0.0008114480787055594,37,123
0.08854,-0.03066,0.08703003344801452,-0.030569418019706265,0.0015126810910660686,62,198
-0.02915,0.00257,-0.029233498526709298,0.0015924123060109666,0.0009811471364690513,20,134
0.00175,-0.02625,0.001076436304262768,-0.026873713117609513,0.0009179902533760245,18,139
0.06055,0.06318,0.06114969581856867,0.06384137249362908,0.0008927758118015333,58,202
-0.06559,-0.02122,-0.06528745482768326,-0.02230012334024269,0.0011216951508450001,46,205
0.03581,-0.03699,0.03426196136240552,-0.036871340835823836,0.0015525796664675074,34,247
0.01546,0.06318,0.015718529257271997,0.064203120204054,0.0010552783181744549,43,162
-0.00924,-0.07285,-0.0098967529149134,-0.07364872436130047,0.001034062375576107,49,203
-0.01696,0.04152,-0.01683780560038211,0.039819012088869996,0.0017053713217679007,30,285
-0.0587,-0.08066,-0.058821148093075294,-0.08179343128166898,0.0011398874201962118,67,213
-0.06579,-0.00729,-0.06545630791038606,-0.008465101233074616,0.0012215618357841738,44,199
0.00551,0.03435,0.005962425559615565,0.032817996423880516,0.0015974116076441726,23,103
-0.04942,-0.03063,-0.048855735862030236,-0.031570920043423135,0.0010971438125943892,39,161
0.00892,0.04713,0.009160867200694455,0.04632507662584505,0.0008401896492050893,32,101
-0.0181,-0.01955,-0.018637310619289756,-0.02053777772129506,0.001124458771271048,18,80
0.03964,-0.02679,0.03809830988765307,-0.0260208978752295,0.0017228831883893882,32,378
0.08368,0.03993,0.08284100807656633,0.040514684260552554,0.0010226256070159903,62,145
-0.02378,-0.0426,-0.024241330390232844,-0.04344020216082868,0.0009585225088716361,33,198
0.03119,0.0342,0.030901030570566656,0.03422087518198955,0.00028972246093482076,31,114
-0.08724,-0.04175,-0.0879233396344356,-0.04287443808672266,0.0013157940822420102,64,229
0.01484,-0.06713,0.013525199244950067,-0.0674437289179659,0.0013517125653954457,46,177
0.03286,0.08364,0.03393337211381442,0.08325190091841392,0.0011413801259187928,60,172
-0.02826,0.01307,-0.02833884702326117,0.011799112152957774,0.0012733313680408462,21,113
-0.06369,0.01339,-0.06360361020960507,0.012064270142468343,0.0013285416256314246,43,148
-0.03954,-0.07568,-0.03961804937616059,-0.07707904034499936,0.0014012157549981388,57,216
0.08083,0.05751,0.07998037112176516,0.05645164359318841,0.001357198406486584,66,280
-0.03376,0.05372,-0.03292878560296534,0.0529538624728084,0.0011304353517158532,42,180
0.00078,0.09282,0.000719017039041377,0.091029401380408,0.0017916367762501506,62,425
-0.04136,0.01384,-0.04090188627677381,0.012562079631348779,0.0013575524490868978,29,158
-0.01159,0.06391,-0.010930236548526876,0.06352216745972657,0.0007653116301185215,43,135
0.04428,-0.02317,0.042683417096379635,-0.022440919094820398,0.0017551740467629823,33,352
0.04287,-0.05093,0.04119018165915729,-0.050794402023747194,0.0016852823114823835,44,220
0.07047,0.02318,0.06912660664454261,0.022846512673238773,0.0013841674409541048,49,226
0.05144,-0.08571,0.05029666488906374,-0.08516877043320169,0.0012649682288011501,67,192
